Review_ID,Rating
311443492,5
250239221,5
341976256,5
418283770,5
314395924,5
459017560,5
394177140,5
293707221,5
161430997,5
384140245,5
183728656,5
496500516,5
142259583,5
152227874,5
131255894,5
7638868,5
283308118,5
376118678,5
243032439,5
201465540,5
32279054,5
465414283,5
648895260,5
601653975,5
532993538,5
1563280,5
598045705,5
139725830,5
442167423,5
530705356,5
133716941,5
170209077,5
392363426,5
598658423,5
127562469,5
639091250,5
548342302,5
263328817,5
322820506,5
372311677,5
420729371,5
244495045,5
473720018,5
331976378,5
367846608,5
267798713,5
124811435,5
487576595,5
528316954,5
263553746,5
430522044,5
125204008,5
145654637,5
169703343,5
476368136,5
540423664,5
131241273,5
388556283,5
265740627,5
382011332,5
559449369,5
181693131,5
519705285,5
284255351,5
450198847,5
188977402,5
343432390,5
280755770,5
471184439,5
501606522,5
304438049,3
122800403,5
155289513,5
567124503,5
214470635,5
140071099,5
574873127,5
239978050,5
162068963,5
320787516,3
163771096,5
160198671,5
333215955,5
95154994,5
155113028,5
127262168,5
180669090,3
526423998,5
226411520,5
204185369,3
188804490,3
394305225,5
364921226,5
156435862,5
374324323,5
639257579,5
228717894,5
319395930,5
323954341,5
459597807,5
529187536,5
587945162,5
614217596,5
448320334,5
137692849,4
117379817,5
301176334,5
298038502,5
199972029,5
307642470,5
230355967,5
565345077,5
141702558,5
97890692,3
122829155,3
157561408,5
185498994,5
4346473,5
368401448,5
194516379,5
500473275,5
470439378,5
486143205,5
573816281,5
650404628,5
201455909,5
353720990,5
142076821,5
187140524,5
247846943,5
142036091,5
187601424,5
482090386,5
154618298,5
141405205,5
591067822,5
588965666,5
306377074,5
534718086,5
532880611,3
132556067,5
286875042,3
475337587,5
407611506,5
301296707,3
245106611,5
630057068,5
471986044,5
336981533,5
298540613,5
48326980,5
616706678,5
383275714,5
661809959,5
114881891,5
133592071,5
541821036,5
436710129,5
389984866,5
154088821,3
309983081,5
274844259,5
624233584,5
455493922,5
147281858,5
255234157,5
132617907,5
127265175,5
317569201,5
513949176,5
612747519,5
669353396,3
122946939,5
252183600,5
511106939,5
431217383,5
580453086,5
550078916,5
469752842,5
322917048,5
222238993,5
440502339,5
383542367,5
424190340,5
569389365,3
460514324,5
629551829,5
377824993,3
604480843,5
657597383,3
273591104,5
120844124,5
328166159,5
546099512,5
142392486,5
116583569,5
656153366,5
410014159,5
456616073,5
235812135,5
77457459,5
547404936,5
378474329,5
598175146,5
500366468,5
596359522,5
132518718,5
142758318,3
223433849,5
138140761,5
509864743,5
595147136,5
367654448,5
245756008,5
428509734,5
396704225,5
308701671,3
520829510,5
291769328,5
22542738,5
336628604,5
434226890,5
124047056,5
165371160,2
430808115,5
336750624,5
164341409,5
171452507,5
613021545,5
98721494,5
18746591,5
151050774,5
346831189,5
516463660,5
161647869,5
130369249,5
486699341,5
155064397,3
508867698,5
128242520,5
10059705,3
582951525,5
589615868,5
317490297,5
157319907,1
496646387,5
171687049,5
449159556,5
7751479,5
594084961,5
565546716,5
259823884,5
333088594,5
451350567,5
222168006,5
348334313,5
145009666,5
125722719,5
465913453,5
300718500,5
239740902,5
255172729,5
277766603,5
318372488,5
191670561,5
248463835,5
298312630,5
630855008,5
315048716,5
271604521,5
123597007,5
183442042,5
137357004,1
230207567,5
337060843,5
130576938,5
147130818,5
277398579,5
188308958,5
334543313,5
13124923,5
331772950,5
30182736,5
226202978,5
285398518,4
241331145,5
4410237,5
649615606,3
494235525,5
620823157,5
120279703,5
114762006,5
18038597,5
477582666,5
327555007,5
125893874,5
266857902,5
155899053,5
171679559,5
134706236,5
286533693,3
344502826,5
172155116,5
501509884,5
315723334,5
121645083,5
82652510,5
323950659,5
228737830,5
491890483,5
531767256,1
546136618,5
145519407,5
459359826,5
126280040,5
391291092,5
272736099,5
122153120,5
650343570,5
208800281,5
151042258,5
430844106,5
157144043,5
412231941,5
242842558,5
389908262,5
645378265,5
189617308,5
241382799,3
24068765,5
187651959,5
586644559,5
184861794,5
382795098,5
203728778,3
377028220,5
283973472,5
421904320,5
125682552,5
274121372,5
302790141,5
638832653,5
328113142,5
265254885,5
452663187,5
436715133,5
301308723,5
483900495,5
240921620,5
527157412,5
309252528,5
321840767,5
500862878,5
126825517,5
274601383,5
361925187,5
208339194,5
141828706,5
301907924,5
316768627,5
322060056,1
336355002,5
437509193,3
542030495,5
194699163,5
218470950,5
124622134,5
364677321,5
34146972,5
314115821,5
508463324,5
350832243,5
507746909,5
162539193,5
119503165,5
159481307,5
606587111,5
218571506,5
448242186,5
621103524,5
230415284,5
126288824,5
179110189,5
135108622,5
132846258,5
427984393,5
226790639,5
180903219,5
117257017,5
298095685,3
119127544,5
286903674,5
623087249,5
127319371,5
250865084,5
248642281,5
171696274,5
413019621,4
328678857,5
140830998,5
358367778,5
484437432,5
19399405,5
227314579,3
233587000,5
311958307,5
557434950,5
207137264,5
243576505,5
189680746,5
307692262,5
580991959,5
235815980,5
159129579,5
160001577,3
383806761,5
429020160,5
344473746,5
318514621,5
233683798,5
573534616,5
415152904,5
207666161,5
627222491,5
281498038,5
227075278,5
307732137,5
521851708,5
577381569,5
474933763,5
251181746,5
451099569,5
174619760,5
168203721,5
621828386,5
667491422,5
190865120,5
432542182,5
291661503,5
611102443,5
523468575,3
192710355,5
324199681,5
180256346,5
470916795,1
182613554,5
266699255,5
238134796,5
373540211,5
146505645,5
203850932,5
281943659,5
125800255,3
427670078,5
301084621,5
212691067,5
25786511,5
479748330,5
126749797,5
121994574,3
122479910,5
386100457,5
422036878,5
570399364,3
162999885,5
220577744,5
1833928,5
360873853,5
197806886,5
122631130,3
586217594,5
145125196,5
366973593,5
627305036,5
238116444,5
10391278,5
534984024,5
521023898,5
126890334,5
189599733,5
289419334,5
136499111,5
436754894,5
644731660,5
133410600,5
354556671,5
208156347,5
273186563,5
463925408,5
248324416,3
191053801,5
157054267,5
314454798,5
358792848,5
624436219,5
211557619,5
617393772,5
293326205,5
303035300,5
179216366,5
121246157,5
523511371,5
172857403,5
604741276,5
437092678,5
512301358,5
275145874,5
268206908,3
315482395,5
558004159,5
186454614,5
284178300,5
634068727,5
242712709,5
127897087,5
221007637,4
138608500,5
636375020,5
347903165,3
232782973,5
610094401,5
406612239,5
658040387,4
141640942,5
311699439,5
123305231,5
232539043,5
275845765,5
494416650,5
63679952,5
3813735,5
211928650,5
262892414,5
182664208,3
328130357,5
33019078,5
163466036,5
119859493,5
260614177,5
116865619,3
299586238,3
193513275,5
175629251,5
321571305,5
667557905,5
227795541,5
304727684,1
399100081,4
604734706,5
264275212,5
443186144,5
297042778,5
266885380,5
161625627,5
300310107,5
156024859,5
254116906,5
430357456,5
205424996,5
247922811,5
284555227,5
155662430,5
630409258,5
203186236,4
359421659,5
126677107,5
145148014,3
209853914,5
270543803,5
551989207,5
551384418,3
